Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive,CustomerTenureDays,total_flights,total_flights_with_companions,total_distance,total_points_accumulated,total_points_redeemed,total_cost_redeemed,average_distance_per_flight,points_redemption_ratio,companion_flight_ratio,LoyaltyStatus_Nova,LoyaltyStatus_Star,EnrollmentType_Standard,Gender_male,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Marital Status_Married,Marital Status_Single,Province or State_British Columbia,Province or State_Manitoba,Province or State_New Brunswick,Province or State_Newfoundland,Province or State_Nova Scotia,Province or State_Ontario,Province or State_Prince Edward Island,Province or State_Quebec,Province or State_Saskatchewan,Province or State_Yukon,Location Code_Suburban,Location Code_Urban
144514,Belkis,Siurek,Belkis Siurek,Canada,British Columbia,Dawson Creek,2.5962128112723937,-1.2766413176646294,U5I 4F1,female,Bachelor,Urban,-0.445517134986846,Married,Star,2019-06-11,,-0.6018655728074054,Standard,1,-0.22937941216784824,0.028525214877185814,0.7186044830160228,0.5368197032780336,0.5366693925418673,0.5081860156967888,0.4993844794430974,0.5368202034994262,0.14456036980160922,0.6919194034731537,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
611765,Marjorie,Pangelina,Marjorie Pangelina,Canada,Quebec,Quebec City,-0.10902964273472128,0.927422724783272,G1B 3L5,male,Bachelor,Suburban,1.3811708753551442,Single,Star,2021-01-28,,-0.601399260601626,Standard,1,-1.0348240534225899,-1.096611935917554,-0.5417579091116755,-0.7264550672323561,-0.7264958426479653,-0.5912542498924194,-0.5922699642510367,-0.7264557974881117,-0.20810461855772283,0.2852157987547375,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
988178,Andre,Cotugno,Andre Cotugno,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H4G 3T4,male,College,Rural,-1.2432429686025637,Single,Star,2016-10-13,,-0.6009461045395832,Standard,1,1.080648639186179,1.1071252793301536,2.339070415751635,1.651953086018254,1.6519890375067439,0.7292799732112342,0.7246833752693337,1.6519537075888047,-0.04429876996080447,0.46098908847952286,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
286114,Vikki,Rengers,Vikki Rengers,Canada,Ontario,Toronto,-1.0648275374830203,0.5599171017834975,M2M 7K8,female,College,Rural,-1.2432429686025637,Single,Star,2019-11-29,,-0.6007779982585029,Standard,1,-0.4600846611704627,-0.05394557104494162,0.7636174255920121,0.786025217495137,0.7862309094248039,1.988129315227667,1.9916993306632702,0.7860252242295745,0.8145727690304062,0.8276230952486976,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
205785,Johnathan,Cannizzaro,Johnathan Cannizzaro,Canada,Ontario,Toronto,-1.0648275374830203,0.5599171017834975,M2M 6J7,male,Master,Rural,-0.31572683864001505,Married,Star,2019-08-25,,-0.6005689617524639,Standard,1,-0.33056592488829317,0.4791691522373825,1.3937986216558613,0.6294062987040593,0.6295056949156674,1.2425128844057454,1.241477234252195,0.6294070452958446,0.509364319336317,0.917703574323944,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
735304,Lang,Privatsky,Lang Privatsky,Canada,Alberta,Edmonton,1.926312509574445,-0.9733510639400739,T3G 6Y6,female,Master,Urban,-0.31572683864001505,Married,Star,2019-12-06,,-0.6005689617524639,Standard,1,-0.46952873569103754,-0.5075348936166432,-0.22666731107975097,0.6179981489987144,0.6177627693610946,0.5152951092348617,0.522611169734462,0.6179981560217862,0.12005013644358725,0.08482193118109893,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
438936,Bernie,Schlagel,Bernie Schlagel,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H2Y 2W2,male,Bachelor,Rural,1.55759734979511,Married,Star,2016-10-30,,-0.5998205233532193,Standard,1,1.0577130296362114,1.6543778516276997,0.7636174255920121,1.061227260862508,1.0613186492586513,-0.5249869320981049,-0.5225898933769431,1.0612275136536442,-0.48445825810709825,-0.2526818611240079,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
243713,Doloris,Buben,Doloris Buben,Canada,New Brunswick,Moncton,-0.32859372750680466,1.2164634752364478,E1A 2A7,female,College,Rural,-1.2432429686025637,Married,Star,2021-02-09,,-0.5991437128476522,2021 Promotion,1,-1.0510138954578612,0.7000730431002241,0.6735915404400336,0.6099341711086695,0.6099748364762405,-0.9878245243183607,-0.9871236992042342,0.6099351642633403,-0.69681579758746,0.12714362997068934,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
354730,Herbert,Cantabrana,Herbert Cantabrana,Canada,New Brunswick,Fredericton,-0.36616123467516304,1.1326301458699826,E3B 2H2,female,College,Urban,-1.2432429686025637,Married,Star,2017-10-23,2021-01-02,-0.5988425833354563,Standard,0,0.08497335401700068,-0.28957638796530594,0.6285785978640444,0.04397037894652944,0.0440706172573386,-0.9878245243183607,-0.9871236992042342,0.0439703869556579,-0.69681579758746,0.9498969625217137,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
413741,Mitchell,Hinchliff,Mitchell Hinchliff,Canada,Ontario,Toronto,-1.0648275374830203,0.5599171017834975,M1R 4K3,female,College,Urban,-1.2432429686025637,Married,Star,2018-07-30,,-0.5988425833354563,Standard,1,0.19695309476095973,0.36135374377720036,1.4838245068078397,-0.0011894996790646015,-0.0011461186064192419,1.9966625244341103,1.9847313235758606,-0.001190354445389481,1.4872079606879773,1.1159054626816112,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
552965,Lia,Broome,Lia Broome,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H4G 3T4,male,College,Rural,-1.2432429686025637,Married,Star,2021-11-18,,-0.5988425833354563,Standard,1,-1.431475183286734,-2.2011313902317617,-1.2619649903275032,-1.6574796499655347,-1.6574232007852858,-0.9878245243183607,-0.9871236992042342,-1.6574806251514262,-0.69681579758746,2.547608828222458,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
642313,Michel,Theuret,Michel Theuret,Canada,Alberta,Edmonton,1.926312509574445,-0.9733510639400739,T9G 1W3,male,College,Suburban,-1.2432429686025637,Married,Star,2019-03-22,,-0.5988425833354563,Standard,1,-0.12009797842976772,0.1345590824913496,1.0787080236239366,0.7451013309238292,0.7449981382780647,1.6656245403607437,1.6607189940113254,0.7451023238463123,0.6727290396396887,0.9582707144383845,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
263080,Tracy,Hergenreter,Tracy Hergenreter,Canada,Alberta,Edmonton,1.926312509574445,-0.9733510639400739,T9G 1W3,male,College,Urban,-1.2432429686025637,Single,Star,2017-05-21,,-0.5986905567856097,Standard,1,0.7838348685395403,-0.28368561754229715,0.0434103443761844,-0.29669509116870335,-0.2968243540990279,-0.6862335771296778,-0.6851767254164949,-0.296694342986074,-0.43232072462716187,0.22320711488634226,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
109767,Ami,Grosbier,Ami Grosbier,Canada,Ontario,Toronto,-1.0648275374830203,0.5599171017834975,M1R 4K3,female,Bachelor,Suburban,1.3310740621384904,Single,Star,2019-05-21,,-0.5986686298793817,Standard,1,-0.20104718860612367,1.1071252793301536,1.168733908775915,1.3839293635378713,1.3839883535837056,1.6472258847097052,1.656073655953052,1.3839291227158006,0.38916187330635543,0.3718398818114798,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
217754,Mitzi,Roaoo,Mitzi Roaoo,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H2Y 4R4,female,Bachelor,Urban,1.9318073611516156,Single,Star,2018-06-20,,-0.5985706896982306,Standard,1,0.25091923487853035,0.15812216418338595,-0.5867708516876647,0.4455261547499985,0.44550237323377756,-0.9878245243183607,-0.9871236992042342,0.4455269016576505,-0.69681579758746,-0.7548267571122582,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
157005,Tanika,Quire,Tanika Quire,Canada,British Columbia,Vancouver,0.6375645725863663,-1.4062463359043085,V5R 1W3,male,Bachelor,Rural,1.7619725726612094,Married,Star,2019-10-31,,-0.5980517529175043,Standard,1,-0.420959209585224,1.1071252793301536,1.933953932567732,1.4532417311236516,1.4532938057110643,-0.15437231420858485,-0.16257619386079245,1.4532411203883622,-0.36067383241625556,0.7025047191490418,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
557752,Sherilyn,Fujikawa,Sherilyn Fujikawa,Canada,Ontario,Toronto,-1.0648275374830203,0.5599171017834975,P1L 8X8,female,Bachelor,Suburban,1.7619725726612094,Married,Star,2020-10-09,,-0.5980517529175043,Standard,1,-0.8850680145963314,-0.9787965274573718,-0.1366414259277725,-0.4078872632184437,-0.4079611275418129,0.29870319480107005,0.3019576119664987,-0.40788774749199386,0.5224009692144999,0.8630237405096165,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
608758,Rhona,Interiano,Rhona Interiano,Canada,Ontario,Ottawa,-0.5300821406887256,0.7256161834657273,K1F 2R2,male,Bachelor,Rural,0.1930194829470043,Married,Star,2016-07-15,,-0.5980385967737676,Standard,1,1.2020724544507126,0.24353833531701818,0.943669195895969,0.4283073062104023,0.4283237984644948,-0.9878245243183607,-0.9871236992042342,0.4283070670298858,-0.69681579758746,0.714201866200512,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
599341,Shaunna,Books,Shaunna Books,Canada,Quebec,Tremblant,-0.3193268197021273,0.775110395595456,H5Y 2S9,female,Bachelor,Rural,-0.208051648653957,Married,Star,2018-11-22,,-0.5979538127363532,Standard,1,0.04180044192294418,1.1071252793301536,1.123720966199926,2.5871964037451165,2.5873392560563504,1.5389127002871439,1.5236815212922743,2.587196407385527,0.05805349722432616,-0.11277867654776297,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
333502,Shawnda,Valladares,Shawnda Valladares,Canada,British Columbia,Vancouver,0.6375645725863663,-1.4062463359043085,V5R 1W3,male,College,Urban,-1.2432429686025637,Married,Star,2017-03-04,,-0.5979479655613591,Standard,1,0.8890688417688031,0.34662681771967757,0.1784491721041521,0.2925700470717715,0.29260085254170276,-0.619621715222048,-0.6154966545424012,0.2925696848597041,-0.4654290723637387,-0.09980745165848554,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
201574,Trudy,Roscoe,Trudy Roscoe,Canada,Ontario,Ottawa,-0.5300821406887256,0.7256161834657273,K1F 2R2,female,Bachelor,Suburban,-0.36638394516238154,Married,Star,2018-04-06,2018-12-06,-0.5976950752428644,Standard,0,-1.1602953291959417,-0.10637342780972271,-1.5320426457834386,-1.786987726550307,-1.7869344164816512,-0.9878245243183607,-0.9871236992042342,-1.786987715395984,-0.69681579758746,-1.7129561469795274,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
403361,Inell,Zeno,Inell Zeno,Canada,British Columbia,Vancouver,0.6375645725863663,-1.4062463359043085,V1E 4R6,male,Bachelor,Rural,0.4824933714219195,Single,Star,2020-10-24,,-0.597443646718118,Standard,1,-0.9053053171404204,-1.229154270435259,-0.7218096794156325,-0.6545535242326287,-0.6545637970409199,-0.9878245243183607,-0.9871236992042342,-0.6545545011413325,-0.69681579758746,0.1130002709641809,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
543918,Penni,Gess,Penni Gess,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H2T 2J6,male,High School or Below,Urban,-0.8855451305497053,Married,Star,2015-11-19,,-0.5972185304808452,Standard,1,1.5245201416531973,1.4806001241489308,2.969251611815484,0.966507569481312,0.9663304018396538,3.9289692751404584,3.9380959770796204,0.9665084387587481,1.6369197553860209,1.2797778713615868,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
806030,Rasheeda,Simenson,Rasheeda Simenson,Canada,Alberta,Calgary,1.1715775437605411,-0.9994205945037603,T3E 2V9,female,Bachelor,Urban,0.7365039894882034,Married,Star,2021-05-03,,-0.5962098927943632,Standard,1,-1.16299363620182,-1.6267812739883736,-1.2619649903275032,-1.0075849109166373,-1.0076479867655868,-0.45343660456628865,-0.4529098225028494,-1.0075844080422882,0.19932686027813604,-0.7756318524350905,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
119200,Bari,Seraille,Bari Seraille,Canada,British Columbia,Vancouver,0.6375645725863663,-1.4062463359043085,V6E 3D9,female,Bachelor,Rural,0.46509132051508184,Divorced,Star,2020-05-08,,-0.5961616536006619,Standard,1,-0.6772983751436845,-0.257177150638756,0.2234621146801413,-0.11172590342591521,-0.11172564245858278,-0.05571784976262957,-0.058056087549651934,-0.11172478576686812,0.030317966582953604,0.4173263406214655,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175967,Jolyn,Podvin,Jolyn Podvin,Canada,British Columbia,Whistler,0.8896472057516184,-1.3989018057906801,V6T 1Y8,male,Bachelor,Suburban,0.7418432551073467,Married,Star,2021-02-15,,-0.5957421187948353,2021 Promotion,1,-1.0591088164754967,0.36135374377720036,0.6735915404400336,-0.039028686667700645,-0.039053268579041574,-0.3977812454620861,-0.3913590932307333,-0.039029171574870763,-0.25566242672576006,0.35591279142936505,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
238119,Aundrea,Difranco,Aundrea Difranco,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H2T 9K8,male,Bachelor,Rural,0.7418432551073467,Married,Star,2016-05-19,,-0.5957421187948353,Standard,1,1.2789742041182508,1.2331877663825481,0.8086303681680013,0.7426723996440474,0.742636608209846,-0.40657860515540417,-0.40645644192012026,0.7426727762471106,-0.3965328492086837,-0.049672523026799975,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
730388,Gaynelle,Garnette,Gaynelle Garnette,Canada,Ontario,Thunder Bay,0.36484459259229224,0.11647187848056241,K8T 5M5,male,College,Rural,-1.2432429686025637,Single,Star,2015-05-02,,-0.5956894942198884,Standard,1,1.7956999957439896,1.1071252793301536,1.2587597939278936,1.5127508556401068,1.5128498557087051,-0.9878245243183607,-0.9871236992042342,1.5127506145967482,-0.69681579758746,0.27018971234872435,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
834891,Wendell,Besley,Wendell Besley,Canada,British Columbia,Vancouver,0.6375645725863663,-1.4062463359043085,V5R 1W3,female,Bachelor,Rural,-0.22743120534566258,Married,Star,2020-03-08,2020-04-18,-0.5950916205767418,Standard,0,-1.4341734902926127,-0.7396312482832018,-1.5320426457834386,-1.786987726550307,-1.7869344164816512,-0.9878245243183607,-0.9871236992042342,-1.786987715395984,-0.69681579758746,-1.7129561469795274,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
127400,Cassandra,Easlick,Cassandra Easlick,Canada,British Columbia,Whistler,0.8896472057516184,-1.3989018057906801,V6T 1Y8,female,College,Rural,-1.2432429686025637,Single,Star,2017-06-26,,-0.5945653748272729,Standard,1,0.7352653424337268,-0.21594175767769208,-0.18165436850376174,0.7063783359029155,0.7064289462033102,-0.050388900810019226,-0.06037875657878842,0.7063782195094506,-0.20548553788358886,-0.10574713712966996,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
324557,Bethanie,Kolander,Bethanie Kolander,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H2Y 2W2,female,College,Urban,-1.2432429686025637,Single,Star,2016-02-24,,-0.5945653748272729,Standard,1,1.3936522518680885,-0.03627325977591446,0.08842328695217362,0.45117414415571344,0.4510958276422916,0.18353358252353352,0.18234015696597125,0.4511736584064797,-0.012839000793424513,0.06677352620611232,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
742002,Carolyne,Purdue,Carolyne Purdue,Canada,Ontario,Toronto,-1.0648275374830203,0.5599171017834975,P2T 6G3,female,College,Urban,-1.2432429686025637,Single,Star,2019-05-15,,-0.5944075011024321,Standard,1,-0.19295226758848807,-0.28663100275380154,0.0434103443761844,-0.12315315916264119,-0.12314247837439608,-0.48444557476466804,-0.4877498579398962,-0.12315364392530362,-0.3014367352782836,0.22595344575423695,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
536567,Clint,Maravilla,Clint Maravilla,Canada,Alberta,Peace River,2.7397198479688085,-1.1441053203368816,T9O 2W2,male,Bachelor,Suburban,0.9542932932616566,Married,Star,2019-05-12,,-0.5938856407342089,Standard,1,-0.18890480707967028,1.6602686220507086,0.6735915404400336,0.8730605863195399,0.8730712308605812,0.13492989293851798,0.1277574347812645,0.8730607161691878,-0.1452214002965335,-0.3120017047919537,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
704835,Elvina,Kurtich,Elvina Kurtich,Canada,British Columbia,Whistler,0.8896472057516184,-1.3989018057906801,V6T 1Y8,male,Bachelor,Urban,0.9542932932616566,Married,Star,2019-09-17,,-0.5938856407342089,Standard,1,-0.3615964554558963,0.3318998916621548,0.8086303681680013,0.39397808208356744,0.39399500454669084,1.147016740998514,1.1311504553682135,0.39397833602089444,0.5823935085765997,0.5065731479344397,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
733338,Raphael,Muskrat,Raphael Muskrat,Canada,Ontario,Thunder Bay,0.36484459259229224,0.11647187848056241,K8T 5M5,female,Bachelor,Rural,0.9542932932616566,Married,Star,2019-06-03,2020-02-03,-0.5938856407342089,Standard,0,-1.1589461756930024,-1.8830297873892698,-1.2169520477515139,-1.4876997571707866,-1.487645770754232,-0.9878245243183607,-0.9871236992042342,-1.4877007326483236,-0.69681579758746,-0.03573987351044302,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
758635,Stephany,Loft,Stephany Loft,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H2T 9K8,male,Bachelor,Suburban,0.9542932932616566,Married,Star,2021-06-20,,-0.5938856407342089,Standard,1,-1.227753004342905,-1.9065928690813063,-1.2169520477515139,-1.574140373728001,-1.5740823328074247,-0.9878245243183607,-0.9871236992042342,-1.5741393768215575,-0.69681579758746,0.050826127700864664,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
823048,Echo,Wendy,Echo Wendy,Canada,British Columbia,Vancouver,0.6375645725863663,-1.4062463359043085,V6E 3Z3,male,Bachelor,Urban,0.9542932932616566,Married,Star,2021-05-09,,-0.5938856407342089,Standard,1,-1.1710885572194558,-1.4618397021441185,-1.1719391051755248,-0.8764250871027821,-0.8764107767619875,-0.9878245243183607,-0.9871236992042342,-0.8764243379243009,-0.69681579758746,-0.691905717192559,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
612905,Frankie,Lapitan,Frankie Lapitan,Canada,Ontario,Toronto,-1.0648275374830203,0.5599171017834975,P2T 6G3,female,College,Rural,-1.2432429686025637,Married,Star,2018-02-28,,-0.5937189962468771,Standard,1,0.40202442720772813,0.31717296560463204,1.5288374493838288,0.09722628428900096,0.097107340185942,0.03209495991767013,0.02788266652839699,0.09722740158911293,0.010629716484432176,1.20545282870828,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
679908,Deon,Biery,Deon Biery,Canada,Quebec,Montreal,-0.5058419371967757,0.8213646171301937,H4G 3T4,female,Bachelor,Rural,0.8148461769987208,Married,Star,2018-08-15,,-0.5936444447657023,Standard,1,0.1753666387139315,1.1071252793301536,0.3134879998321198,1.099751799686495,1.0996462021303932,0.36853080176630965,0.3681536792968877,1.0997519291467355,-0.08276059067870768,-0.14000689696635135,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
704150,Raymond,Hokkanen,Raymond Hokkanen,Canada,Manitoba,Winnipeg,0.8227599933815118,-0.23824370700048902,R6Y 4T5,male,Bachelor,Urban,0.8148461769987208,Married,Star,2017-10-27,,-0.5936444447657023,Standard,1,0.5693194615721971,0.5233499304099508,0.7186044830160228,0.6287955220234546,0.6289256375431295,0.23452611129420192,0.21950286143215458,0.62879466617495,-0.035602373115254694,0.2796550233955512,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
869743,Sima,Parton,Sima Parton,Canada,Ontario,Sudbury,-0.19726485437265864,0.48934672251254174,M5V 1G5,female,Bachelor,Suburban,0.618249143553102,Single,Star,2019-11-10,2020-07-10,-0.5931474348912039,Standard,0,-1.161644482698881,-0.9346157492848035,-0.7668226219916217,-0.5717670902579638,-0.5716649068910182,-0.9878245243183607,-0.9871236992042342,-0.5717679440441585,-0.69681579758746,-0.34401173054864875,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
